emoji,name,concept,concept_source,iconic,emojese,codepoints,status,group,subgroup
🏧,ATM sign,,,,,1F3E7,fully-qualified,Symbols,transport-sign
🚮,litter in bin sign,remove,emojese,,remove,1F6AE,fully-qualified,Symbols,transport-sign
🚰,potable water,,,,,1F6B0,fully-qualified,Symbols,transport-sign
♿,wheelchair symbol,,,,,267F,fully-qualified,Symbols,transport-sign
🚹,men’s room,,,,,1F6B9,fully-qualified,Symbols,transport-sign
🚺,women’s room,,,,,1F6BA,fully-qualified,Symbols,transport-sign
🚻,restroom,bathroom,emojese,,bathroom,1F6BB,fully-qualified,Symbols,transport-sign
🚼,baby symbol,,,,,1F6BC,fully-qualified,Symbols,transport-sign
🚾,water closet,,,,,1F6BE,fully-qualified,Symbols,transport-sign
🛂,passport control,,,,,1F6C2,fully-qualified,Symbols,transport-sign
🛃,customs,,,,,1F6C3,fully-qualified,Symbols,transport-sign
🛄,baggage claim,,,,,1F6C4,fully-qualified,Symbols,transport-sign
🛅,left luggage,,,,,1F6C5,fully-qualified,Symbols,transport-sign
⚠️,warning,warning,emojese,threat,warning,26A0 FE0F,fully-qualified,Symbols,warning
🚸,children crossing,,,,,1F6B8,fully-qualified,Symbols,warning
⛔,no entry,donot,iconic,donot,,26D4,fully-qualified,Symbols,warning
🚫,prohibited,not,emojese,,not,1F6AB,fully-qualified,Symbols,warning
🚳,no bicycles,,,,,1F6B3,fully-qualified,Symbols,warning
🚭,no smoking,,,,,1F6AD,fully-qualified,Symbols,warning
🚯,no littering,,,,,1F6AF,fully-qualified,Symbols,warning
🚱,non-potable water,,,,,1F6B1,fully-qualified,Symbols,warning
🚷,no pedestrians,,,,,1F6B7,fully-qualified,Symbols,warning
📵,no mobile phones,,,,,1F4F5,fully-qualified,Symbols,warning
🔞,no one under eighteen,,,,,1F51E,fully-qualified,Symbols,warning
☢️,radioactive,radioactive,emojese,radioactive,radioactive,2622 FE0F,fully-qualified,Symbols,warning
☣️,biohazard,biohazard,iconic,biohazard,,2623 FE0F,fully-qualified,Symbols,warning
⬆️,up arrow,up,emojese,up,up,2B06 FE0F,fully-qualified,Symbols,arrow
↗️,up-right arrow,,,,,2197 FE0F,fully-qualified,Symbols,arrow
➡️,right arrow,fromto,iconic,fromto,,27A1 FE0F,fully-qualified,Symbols,arrow
↘️,down-right arrow,,,,,2198 FE0F,fully-qualified,Symbols,arrow
⬇️,down arrow,down,emojese,under,down,2B07 FE0F,fully-qualified,Symbols,arrow
↙️,down-left arrow,,,,,2199 FE0F,fully-qualified,Symbols,arrow
⬅️,left arrow,left,iconic,previous,,2B05 FE0F,fully-qualified,Symbols,arrow
↖️,up-left arrow,,,,,2196 FE0F,fully-qualified,Symbols,arrow
↕️,up-down arrow,,,,,2195 FE0F,fully-qualified,Symbols,arrow
↔️,left-right arrow,or,emojese,,or,2194 FE0F,fully-qualified,Symbols,arrow
↩️,right arrow curving left,return,emojese,rightcurve,return,21A9 FE0F,fully-qualified,Symbols,arrow
↪️,left arrow curving right,leftcurve,iconic,leftcurve,,21AA FE0F,fully-qualified,Symbols,arrow
⤴️,right arrow curving up,,,,,2934 FE0F,fully-qualified,Symbols,arrow
⤵️,right arrow curving down,,,,,2935 FE0F,fully-qualified,Symbols,arrow
🔃,clockwise vertical arrows,,,,,1F503,fully-qualified,Symbols,arrow
🔄,counterclockwise arrows button,change,emojese,reload,change,1F504,fully-qualified,Symbols,arrow
🔙,BACK arrow,,,,,1F519,fully-qualified,Symbols,arrow
🔚,END arrow,,,,,1F51A,fully-qualified,Symbols,arrow
🔛,ON! arrow,,,,,1F51B,fully-qualified,Symbols,arrow
🔜,SOON arrow,,,,,1F51C,fully-qualified,Symbols,arrow
🔝,TOP arrow,,,,,1F51D,fully-qualified,Symbols,arrow
🛐,place of worship,religion,emojese,,religion,1F6D0,fully-qualified,Symbols,religion
⚛️,atom symbol,atom,emojese,,atom,269B FE0F,fully-qualified,Symbols,religion
🕉️,om,hinduism,iconic,hinduism,,1F549 FE0F,fully-qualified,Symbols,religion
✡️,star of David,davidstar,iconic,davidstar,,2721 FE0F,fully-qualified,Symbols,religion
☸️,wheel of dharma,buddhism,iconic,buddhism,,2638 FE0F,fully-qualified,Symbols,religion
☯️,yin yang,yinyang,iconic,yinyang,,262F FE0F,fully-qualified,Symbols,religion
✝️,latin cross,latincross,iconic,latincross,,271D FE0F,fully-qualified,Symbols,religion
☦️,orthodox cross,orthodox,iconic,orthodox,,2626 FE0F,fully-qualified,Symbols,religion
☪️,star and crescent,islam,iconic,islam,,262A FE0F,fully-qualified,Symbols,religion
☮️,peace symbol,peace,emojese,,peace,262E FE0F,fully-qualified,Symbols,religion
🕎,menorah,judaism,iconic,judaism,,1F54E,fully-qualified,Symbols,religion
🔯,dotted six-pointed star,,,,,1F52F,fully-qualified,Symbols,religion
🪯,khanda,,,,,1FAAF,fully-qualified,Symbols,religion
♈,Aries,,,,,2648,fully-qualified,Symbols,zodiac
♉,Taurus,,,,,2649,fully-qualified,Symbols,zodiac
♊,Gemini,,,,,264A,fully-qualified,Symbols,zodiac
♋,Cancer,,,,,264B,fully-qualified,Symbols,zodiac
♌,Leo,,,,,264C,fully-qualified,Symbols,zodiac
♍,Virgo,,,,,264D,fully-qualified,Symbols,zodiac
♎,Libra,,,,,264E,fully-qualified,Symbols,zodiac
♏,Scorpio,,,,,264F,fully-qualified,Symbols,zodiac
♐,Sagittarius,,,,,2650,fully-qualified,Symbols,zodiac
♑,Capricorn,,,,,2651,fully-qualified,Symbols,zodiac
♒,Aquarius,,,,,2652,fully-qualified,Symbols,zodiac
♓,Pisces,,,,,2653,fully-qualified,Symbols,zodiac
⛎,Ophiuchus,,,,,26CE,fully-qualified,Symbols,zodiac
🔀,shuffle tracks button,different,iconic,different,,1F500,fully-qualified,Symbols,av-symbol
🔁,repeat button,repeat,emojese,,repeat,1F501,fully-qualified,Symbols,av-symbol
🔂,repeat single button,,,,,1F502,fully-qualified,Symbols,av-symbol
▶️,play button,begin,emojese,playbutton,begin,25B6 FE0F,fully-qualified,Symbols,av-symbol
⏩,fast-forward button,quick,emojese,fastforward,quick,23E9,fully-qualified,Symbols,av-symbol
⏭️,next track button,next,emojese,nexttrack,next,23ED FE0F,fully-qualified,Symbols,av-symbol
⏯️,play or pause button,,,,,23EF FE0F,fully-qualified,Symbols,av-symbol
◀️,reverse button,,,,,25C0 FE0F,fully-qualified,Symbols,av-symbol
⏪,fast reverse button,,,,,23EA,fully-qualified,Symbols,av-symbol
⏮️,last track button,previous,emojese,,previous,23EE FE0F,fully-qualified,Symbols,av-symbol
🔼,upwards button,,,,,1F53C,fully-qualified,Symbols,av-symbol
⏫,fast up button,maximal,iconic,maximal,,23EB,fully-qualified,Symbols,av-symbol
🔽,downwards button,less,iconic,less,,1F53D,fully-qualified,Symbols,av-symbol
⏬,fast down button,minimal,iconic,minimal,,23EC,fully-qualified,Symbols,av-symbol
⏸️,pause button,pause,emojese,,pause,23F8 FE0F,fully-qualified,Symbols,av-symbol
⏹️,stop button,stopbutton,emojese,,stop,23F9 FE0F,fully-qualified,Symbols,av-symbol
⏺️,record button,inside,iconic,inside,,23FA FE0F,fully-qualified,Symbols,av-symbol
⏏️,eject button,eject,emojese,,eject,23CF FE0F,fully-qualified,Symbols,av-symbol
🎦,cinema,,,,,1F3A6,fully-qualified,Symbols,av-symbol
🔅,dim button,,,,,1F505,fully-qualified,Symbols,av-symbol
🔆,bright button,,,,,1F506,fully-qualified,Symbols,av-symbol
📶,antenna bars,signal,iconic,wifi,,1F4F6,fully-qualified,Symbols,av-symbol
🛜,wireless,wifi,emojese,,wifi,1F6DC,fully-qualified,Symbols,av-symbol
📳,vibration mode,vibrate,emojese,,vibrate,1F4F3,fully-qualified,Symbols,av-symbol
📴,mobile phone off,,,,,1F4F4,fully-qualified,Symbols,av-symbol
♀️,female sign,female,emojese,,female,2640 FE0F,fully-qualified,Symbols,gender
♂️,male sign,male,emojese,,male,2642 FE0F,fully-qualified,Symbols,gender
⚧️,transgender symbol,,,,,26A7 FE0F,fully-qualified,Symbols,gender
✖️,multiply,multiply,emojese,either,multiply,2716 FE0F,fully-qualified,Symbols,math
➕,plus,plus,emojese,with,plus,2795,fully-qualified,Symbols,math
➖,minus,minus,emojese,without,minus,2796,fully-qualified,Symbols,math
➗,divide,divide,emojese,separation,divide,2797,fully-qualified,Symbols,math
🟰,heavy equals sign,,,,,1F7F0,fully-qualified,Symbols,math
♾️,infinity,always,emojese,every,always,267E FE0F,fully-qualified,Symbols,math
‼️,double exclamation mark,,,,,203C FE0F,fully-qualified,Symbols,punctuation
⁉️,exclamation question mark,,,,,2049 FE0F,fully-qualified,Symbols,punctuation
❓,red question mark,questionmark,iconic,questionmark,,2753,fully-qualified,Symbols,punctuation
❔,white question mark,,,,,2754,fully-qualified,Symbols,punctuation
❕,white exclamation mark,,,,,2755,fully-qualified,Symbols,punctuation
❗,red exclamation mark,must,emojese,exclamationmark,must,2757,fully-qualified,Symbols,punctuation
〰️,wavy dash,still,emojese,,still,3030 FE0F,fully-qualified,Symbols,punctuation
💱,currency exchange,,,,,1F4B1,fully-qualified,Symbols,currency
💲,heavy dollar sign,dollar,emojese,dollar,dollar,1F4B2,fully-qualified,Symbols,currency
⚕️,medical symbol,,,,,2695 FE0F,fully-qualified,Symbols,other-symbol
♻️,recycling symbol,recycle,emojese,,recycle,267B FE0F,fully-qualified,Symbols,other-symbol
⚜️,fleur-de-lis,fleurdelis,iconic,fleurdelis,,269C FE0F,fully-qualified,Symbols,other-symbol
🔱,trident emblem,trident,iconic,trident,,1F531,fully-qualified,Symbols,other-symbol
📛,name badge,name,emojese,,name,1F4DB,fully-qualified,Symbols,other-symbol
🔰,Japanese symbol for beginner,,,,,1F530,fully-qualified,Symbols,other-symbol
⭕,hollow red circle,,,,,2B55,fully-qualified,Symbols,other-symbol
✅,check mark button,right,emojese,,right,2705,fully-qualified,Symbols,other-symbol
☑️,check box with check,check,emojese,,check,2611 FE0F,fully-qualified,Symbols,other-symbol
✔️,check mark,yes,iconic,yes,,2714 FE0F,fully-qualified,Symbols,other-symbol
❌,cross mark,false,emojese,cross,false,274C,fully-qualified,Symbols,other-symbol
❎,cross mark button,,,,,274E,fully-qualified,Symbols,other-symbol
➰,curly loop,loop,iconic,loop,,27B0,fully-qualified,Symbols,other-symbol
➿,double curly loop,turn,emojese,,turn,27BF,fully-qualified,Symbols,other-symbol
〽️,part alternation mark,,,,,303D FE0F,fully-qualified,Symbols,other-symbol
✳️,eight-spoked asterisk,,,,,2733 FE0F,fully-qualified,Symbols,other-symbol
✴️,eight-pointed star,,,,,2734 FE0F,fully-qualified,Symbols,other-symbol
❇️,sparkle,,,,,2747 FE0F,fully-qualified,Symbols,other-symbol
©️,copyright,copyright,iconic,copyright,,00A9 FE0F,fully-qualified,Symbols,other-symbol
®️,registered,registered,iconic,registered,,00AE FE0F,fully-qualified,Symbols,other-symbol
™️,trade mark,trademark,iconic,trademark,,2122 FE0F,fully-qualified,Symbols,other-symbol
🫟,splatter,,,,,1FADF,fully-qualified,Symbols,other-symbol
#️⃣,keycap: #,,,,,0023 FE0F 20E3,fully-qualified,Symbols,keycap
*️⃣,keycap: *,,,,,002A FE0F 20E3,fully-qualified,Symbols,keycap
0️⃣,keycap: 0,,,,,0030 FE0F 20E3,fully-qualified,Symbols,keycap
1️⃣,keycap: 1,,,,,0031 FE0F 20E3,fully-qualified,Symbols,keycap
2️⃣,keycap: 2,,,,,0032 FE0F 20E3,fully-qualified,Symbols,keycap
3️⃣,keycap: 3,,,,,0033 FE0F 20E3,fully-qualified,Symbols,keycap
4️⃣,keycap: 4,,,,,0034 FE0F 20E3,fully-qualified,Symbols,keycap
5️⃣,keycap: 5,,,,,0035 FE0F 20E3,fully-qualified,Symbols,keycap
6️⃣,keycap: 6,,,,,0036 FE0F 20E3,fully-qualified,Symbols,keycap
7️⃣,keycap: 7,,,,,0037 FE0F 20E3,fully-qualified,Symbols,keycap
8️⃣,keycap: 8,,,,,0038 FE0F 20E3,fully-qualified,Symbols,keycap
9️⃣,keycap: 9,,,,,0039 FE0F 20E3,fully-qualified,Symbols,keycap
🔟,keycap: 10,,,,,1F51F,fully-qualified,Symbols,keycap
🔠,input latin uppercase,,,,,1F520,fully-qualified,Symbols,alphanum
🔡,input latin lowercase,,,,,1F521,fully-qualified,Symbols,alphanum
🔢,input numbers,multiple,iconic,multiple,,1F522,fully-qualified,Symbols,alphanum
🔣,input symbols,,,,,1F523,fully-qualified,Symbols,alphanum
🔤,input latin letters,,,,,1F524,fully-qualified,Symbols,alphanum
🅰️,A button (blood type),,,,,1F170 FE0F,fully-qualified,Symbols,alphanum
🆎,AB button (blood type),,,,,1F18E,fully-qualified,Symbols,alphanum
🅱️,B button (blood type),,,,,1F171 FE0F,fully-qualified,Symbols,alphanum
🆑,CL button,,,,,1F191,fully-qualified,Symbols,alphanum
🆒,COOL button,,,,,1F192,fully-qualified,Symbols,alphanum
🆓,FREE button,,,,,1F193,fully-qualified,Symbols,alphanum
ℹ️,information,information,emojese,informationsign,information,2139 FE0F,fully-qualified,Symbols,alphanum
🆔,ID button,id,iconic,id,,1F194,fully-qualified,Symbols,alphanum
Ⓜ️,circled M,,,,,24C2 FE0F,fully-qualified,Symbols,alphanum
🆕,NEW button,,,,,1F195,fully-qualified,Symbols,alphanum
🆖,NG button,,,,,1F196,fully-qualified,Symbols,alphanum
🅾️,O button (blood type),,,,,1F17E FE0F,fully-qualified,Symbols,alphanum
🆗,OK button,okay,emojese,,okay,1F197,fully-qualified,Symbols,alphanum
🅿️,P button,,,,,1F17F FE0F,fully-qualified,Symbols,alphanum
🆘,SOS button,,,,,1F198,fully-qualified,Symbols,alphanum
🆙,UP! button,,,,,1F199,fully-qualified,Symbols,alphanum
🆚,VS button,,,,,1F19A,fully-qualified,Symbols,alphanum
🈁,Japanese “here” button,,,,,1F201,fully-qualified,Symbols,alphanum
🈂️,Japanese “service charge” button,,,,,1F202 FE0F,fully-qualified,Symbols,alphanum
🈷️,Japanese “monthly amount” button,,,,,1F237 FE0F,fully-qualified,Symbols,alphanum
🈶,Japanese “not free of charge” button,,,,,1F236,fully-qualified,Symbols,alphanum
🈯,Japanese “reserved” button,,,,,1F22F,fully-qualified,Symbols,alphanum
🉐,Japanese “bargain” button,,,,,1F250,fully-qualified,Symbols,alphanum
🈹,Japanese “discount” button,,,,,1F239,fully-qualified,Symbols,alphanum
🈚,Japanese “free of charge” button,,,,,1F21A,fully-qualified,Symbols,alphanum
🈲,Japanese “prohibited” button,,,,,1F232,fully-qualified,Symbols,alphanum
🉑,Japanese “acceptable” button,,,,,1F251,fully-qualified,Symbols,alphanum
🈸,Japanese “application” button,,,,,1F238,fully-qualified,Symbols,alphanum
🈴,Japanese “passing grade” button,,,,,1F234,fully-qualified,Symbols,alphanum
🈳,Japanese “vacancy” button,,,,,1F233,fully-qualified,Symbols,alphanum
㊗️,Japanese “congratulations” button,,,,,3297 FE0F,fully-qualified,Symbols,alphanum
㊙️,Japanese “secret” button,,,,,3299 FE0F,fully-qualified,Symbols,alphanum
🈺,Japanese “open for business” button,,,,,1F23A,fully-qualified,Symbols,alphanum
🈵,Japanese “no vacancy” button,,,,,1F235,fully-qualified,Symbols,alphanum
🔴,red circle,,,,,1F534,fully-qualified,Symbols,geometric
🟠,orange circle,,,,,1F7E0,fully-qualified,Symbols,geometric
🟡,yellow circle,,,,,1F7E1,fully-qualified,Symbols,geometric
🟢,green circle,,,,,1F7E2,fully-qualified,Symbols,geometric
🔵,blue circle,,,,,1F535,fully-qualified,Symbols,geometric
🟣,purple circle,,,,,1F7E3,fully-qualified,Symbols,geometric
🟤,brown circle,,,,,1F7E4,fully-qualified,Symbols,geometric
⚫,black circle,,,,,26AB,fully-qualified,Symbols,geometric
⚪,white circle,circle,iconic,circle,,26AA,fully-qualified,Symbols,geometric
🟥,red square,red,emojese,,red,1F7E5,fully-qualified,Symbols,geometric
🟧,orange square,oragne,emojese,,orange,1F7E7,fully-qualified,Symbols,geometric
🟨,yellow square,yellow,emojese,,yellow,1F7E8,fully-qualified,Symbols,geometric
🟩,green square,green,emojese,,green,1F7E9,fully-qualified,Symbols,geometric
🟦,blue square,blue,emojese,,blue,1F7E6,fully-qualified,Symbols,geometric
🟪,purple square,purple,emojese,,purple,1F7EA,fully-qualified,Symbols,geometric
🟫,brown square,brown,emojese,,brown,1F7EB,fully-qualified,Symbols,geometric
⬛,black large square,black,emojese,,black,2B1B,fully-qualified,Symbols,geometric
⬜,white large square,,,,,2B1C,fully-qualified,Symbols,geometric
◼️,black medium square,,,,,25FC FE0F,fully-qualified,Symbols,geometric
◻️,white medium square,white,emojese,,white,25FB FE0F,fully-qualified,Symbols,geometric
◾,black medium-small square,,,,,25FE,fully-qualified,Symbols,geometric
◽,white medium-small square,,,,,25FD,fully-qualified,Symbols,geometric
▪️,black small square,fullstop,iconic,fullstop,,25AA FE0F,fully-qualified,Symbols,geometric
▫️,white small square,comma,iconic,comma,,25AB FE0F,fully-qualified,Symbols,geometric
🔶,large orange diamond,something,iconic,something,,1F536,fully-qualified,Symbols,geometric
🔷,large blue diamond,,,,,1F537,fully-qualified,Symbols,geometric
🔸,small orange diamond,,,,,1F538,fully-qualified,Symbols,geometric
🔹,small blue diamond,,,,,1F539,fully-qualified,Symbols,geometric
🔺,red triangle pointed up,triangle,iconic,triangle,,1F53A,fully-qualified,Symbols,geometric
🔻,red triangle pointed down,,,,,1F53B,fully-qualified,Symbols,geometric
💠,diamond with a dot,,,,,1F4A0,fully-qualified,Symbols,geometric
🔘,radio button,choice,emojese,,choice,1F518,fully-qualified,Symbols,geometric
🔳,white square button,,,,,1F533,fully-qualified,Symbols,geometric
🔲,black square button,square,iconic,square,,1F532,fully-qualified,Symbols,geometric
🏁,chequered flag,finish,emojese,,finish,1F3C1,fully-qualified,Flags,flag
🚩,triangular flag,,,,,1F6A9,fully-qualified,Flags,flag
🎌,crossed flags,,,,,1F38C,fully-qualified,Flags,flag
🏴,black flag,blackflag,iconic,blackflag,,1F3F4,fully-qualified,Flags,flag
🏳️,white flag,whiteflag,iconic,whiteflag,,1F3F3 FE0F,fully-qualified,Flags,flag
🏳️‍🌈,rainbow flag,,,,,1F3F3 FE0F 200D 1F308,fully-qualified,Flags,flag
🏳️‍⚧️,transgender flag,,,,,1F3F3 FE0F 200D 26A7 FE0F,fully-qualified,Flags,flag
🏴‍☠️,pirate flag,,,,,1F3F4 200D 2620 FE0F,fully-qualified,Flags,flag
🇦🇨,flag: Ascension Island,Ascension Island,emojese,,Ascension Island,1F1E6 1F1E8,fully-qualified,Flags,country-flag
🇦🇩,flag: Andorra,Andorra,emojese,,Andorra,1F1E6 1F1E9,fully-qualified,Flags,country-flag
🇦🇪,flag: United Arab Emirates,United Arab Emirates,emojese,,United Arab Emirates,1F1E6 1F1EA,fully-qualified,Flags,country-flag
🇦🇫,flag: Afghanistan,Afghanistan,emojese,,Afghanistan,1F1E6 1F1EB,fully-qualified,Flags,country-flag
🇦🇬,flag: Antigua & Barbuda,Antigua & Barbuda,emojese,,Antigua & Barbuda,1F1E6 1F1EC,fully-qualified,Flags,country-flag
🇦🇮,flag: Anguilla,Anguilla,emojese,,Anguilla,1F1E6 1F1EE,fully-qualified,Flags,country-flag
🇦🇱,flag: Albania,Albania,emojese,,Albania,1F1E6 1F1F1,fully-qualified,Flags,country-flag
🇦🇲,flag: Armenia,Armenia,emojese,,Armenia,1F1E6 1F1F2,fully-qualified,Flags,country-flag
🇦🇴,flag: Angola,Angola,emojese,,Angola,1F1E6 1F1F4,fully-qualified,Flags,country-flag
🇦🇶,flag: Antarctica,Antarctica,emojese,,Antarctica,1F1E6 1F1F6,fully-qualified,Flags,country-flag
🇦🇷,flag: Argentina,Argentina,emojese,,Argentina,1F1E6 1F1F7,fully-qualified,Flags,country-flag
